Título,Link,Snippet,Autores,Data de Publicação,Fonte,Similaridade com Título,Similaridade com Resumo,Similaridade Média
Learning affinity from attention: End-to-end weakly-supervised semantic segmentation with transformers,http://openaccess.thecvf.com/content/CVPR2022/html/Ru_Learning_Affinity_From_Attention_End-to-End_Weakly-Supervised_Semantic_Segmentation_With_Transformers_CVPR_2022_paper.html,(AFA) module to learn semantic affinity from the multihead  We argue that the Transformer  architecture naturally benefits  Embedded discriminative attention mechanism for weakly,"L Ru, Y Zhan, B Yu, B Du",2022,… of the IEEE/CVF conference on …,0.7777333909801818,0.7886155377823323,0.783174464381257
Music transformer,https://arxiv.org/abs/1809.04281,"the Transformer with our relative attention mechanism on two  , hence we simply adopt their  architecture. Table 3 shows that  attention-based models is that we can visualize its attention","CZA Huang, A Vaswani, J Uszkoreit, N Shazeer",2018,arXiv preprint arXiv …,0.778632252749681,0.7876175126122259,0.7831248826809534
Generating the captions for remote sensing images: A spatial-channel attention based memory-guided transformer approach,https://www.sciencedirect.com/science/article/pii/S0952197622002317,"Further, an attention mechanism was integrated with an encoder–decoder architecture to  co- In nutshell, Transformer’s decoder layer relies on MHA module to attend sequence patterns","GO Gajbhiye, AV Nandedkar",2022,Engineering Applications of Artificial …,0.775705575519343,0.7904011644640074,0.7830533699916753
Rstnet: Captioning with adaptive attention on visual and non-visual words,http://openaccess.thecvf.com/content/CVPR2021/html/Zhang_RSTNet_Captioning_With_Adaptive_Attention_on_Visual_and_Non-Visual_Words_CVPR_2021_paper.html,We apply the GA module and AA module to our transformer based image captioning   transformer architecture for captioning. [13] proposed a GLU like structure on attention mechanism,"X Zhang, X Sun, Y Luo, J Ji, Y Zhou",2021,Proceedings of the …,0.7717351799279479,0.7943169192990397,0.7830260496134938
SIT: A spatial interaction-aware transformer-based model for freeway trajectory prediction,https://www.mdpi.com/2220-9964/11/2/79,"Although Transformer, a multi-head attention-based network, has  Compared to the pooling  methods, the attention mechanism  Although the Transformer architecture can capture longer","X Li, J Xia, X Chen, Y Tan, J Chen",2022,ISPRS International Journal of Geo …,0.7691105077944667,0.7969247832484293,0.7830176455214479
A VGG attention vision transformer network for benign and malignant classification of breast ultrasound images,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.15852,", we employed squeeze-and-excitation (SE) module to enhance  VGGA module followed by  a fully connected (FC) layer for  indicated that self-attention modules of our transformer could","X Qu, H Lu, W Tang, S Wang, D Zheng, Y Hou",2022,Medical …,0.7631341258606076,0.8027298011989341,0.7829319635297709
ASCAM-Former: Blind image quality assessment based on adaptive spatial & channel attention merging transformer and image to patch weights sharing,https://www.sciencedirect.com/science/article/pii/S0957417422022862,feasibility of incorporating attention mechanism in a channel- channel attention mechanism  in a Transform architecture.  spatial and channel attention merging module to dynamically,"X Ma, S Zhang, Y Wang, R Li, X Chen, D Yu",2023,Expert Systems with …,0.7705581267184042,0.7952923328025135,0.7829252297604589
Spatial attention-based convolutional transformer for bearing remaining useful life prediction,https://iopscience.iop.org/article/10.1088/1361-6501/ac7c5b/meta,"In the proposed architecture, a gated convolutional unit layer  of a CNN and spatial attention  mechanism is effective in  by a transformer network; (b) the transformer network is able to","C Chen, T Wang, Y Liu, L Cheng",2022,… Science and Technology,0.7794496144399361,0.7862968725733023,0.7828732435066192
BVA-Transformer: Image-text multimodal classification and dialogue model architecture based on Blip and visual attention mechanism,https://www.sciencedirect.com/science/article/pii/S014193822400074X,"This paper proposes BVA-Transformer model architecture for  ) module based on visual  attention in the BVA-Transformer,  network (FFN) layer in Transformers. In the Decoder of BVA-","K Zhang, F Wu, G Zhang, J Liu, M Li",2024,Displays,0.7669151130160323,0.7985532030182377,0.782734158017135
Patchformer: An efficient point transformer with patch attention,http://openaccess.thecvf.com/content/CVPR2022/html/Zhang_PatchFormer_An_Efficient_Point_Transformer_With_Patch_Attention_CVPR_2022_paper.html,"Benefitting from SA module, Transformer is capable of modeling  complexity of the attention  mechanism and limitations, we first  : replace PAT with EdgeConv layer in our architecture.","C Zhang, H Wan, X Shen, Z Wu",2022,Proceedings of the IEEE …,0.7781865509585503,0.787274610214545,0.7827305805865477
A multi-head attention-based transformer model for traffic flow forecasting with a comparative analysis to recurrent neural networks,https://www.sciencedirect.com/science/article/pii/S0957417422006443,"a multi-head attention mechanism based transformer for  have any embedded recurrent  neural network layer, this study uses  the encoder–decoder architecture deteriorated the model’s","S Reza, MC Ferreira, JJM Machado",2022,Expert Systems with …,0.7741808181295035,0.7911034789335519,0.7826421485315277
Additional Self-Attention Transformer With Adapter for Thick Haze Removal,https://ieeexplore.ieee.org/abstract/document/10443626/,"neural network (CNN)-based, and Transformer-based  module comprises a new Additional  Attention mechanism  adapter module in this letter does not use the linear layer combination","Z Cai, J Ning, Z Ding, B Duo",2024,IEEE Geoscience and Remote …,0.7698224520934589,0.7951094537238597,0.7824659529086593
UATNet: U-shape attention-based transformer net for meteorological satellite cloud recognition,https://www.mdpi.com/2072-4292/14/1/104,"network model based on the U-shaped architecture, in which  connection, and the attention  mechanism is designed to  the number of attention heads to 4 and build a 4-layer CCT.","Z Wang, J Zhao, R Zhang, Z Li, Q Lin, X Wang",2021,Remote Sensing,0.7789841284947647,0.785894660345301,0.7824393944200329
Multi-focus image fusion: Transformer and shallow feature attention matters,https://www.sciencedirect.com/science/article/pii/S0141938222001718,"network based on Transformer and attention mechanism,  decoding module has no  intermediate attention mechanism,  of the network architecture composed of the two Transformer","P Wu, L Jiang, Z Hua, J Li",2023,Displays,0.7841541169251415,0.7804674079639168,0.7823107624445291
Transformer-based multi-level attention integration network for video saliency prediction,https://link.springer.com/article/10.1007/s11042-024-19404-4,"In addition, we add the Transformer module to mine the  introduce the explicit circular  attention mechanism proposed by [ the MLIA and Transformer architecture for establishing long-","R Tan, M Sun, Y Liang",2024,Multimedia Tools and Applications,0.7677888071579064,0.7968198870276426,0.7823043470927745
… framework for disease detection in video capsule endoscopy images using a vision transformer and convolutional neural network with a specific attention mechanism,https://link.springer.com/article/10.1007/s11042-023-18039-1,"The best features selected are fed to the Multi-Layer  2 and 3, we can divide the CNN  architecture into three main  , attention mechanism, CNN module, and ViT. We observed that the","Y Oukdach, Z Kerkaou, M El Ansari, L Koutti",2024,Multimedia Tools and …,0.7633864817445888,0.8008736700170557,0.7821300758808223
Attention mechanism in neural networks: where it comes and where it goes,https://link.springer.com/article/10.1007/s00521-022-07366-3,"A recurrent soft attention based model learns to focus  part of the Transformer, masked  multi-head attention is applied  with the vanilla Transformer architecture on image generation and",D Soydaner,2022,Neural Computing and Applications,0.7734127244191759,0.7908377303122499,0.7821252273657129
Lightweight transformer image feature extraction network,https://peerj.com/articles/cs-1755/,"Two changes were made to the Transformer architecture,  are compared with the attention  mechanism that retains two  After the model lightweight token pruning module is introduced","W Zheng, S Lu, Y Yang, Z Yin, L Yin",2024,PeerJ Computer Science,0.7906791659382466,0.7735335677863852,0.7821063668623158
SwinPA-Net: Swin transformer-based multiscale feature pyramid aggregation network for medical image segmentation,https://ieeexplore.ieee.org/abstract/document/9895210/,"Although the above transformer-based architecture can  Under the action of the LPA module,  the attention mechanism is  -layer LPA module is better than a one-layer global attention,","H Du, J Wang, M Liu, Y Wang",2022,… on Neural Networks and …,0.7839774084564926,0.780193861173814,0.7820856348151533
MAXFormer: Enhanced transformer for medical image segmentation with multi-attention and multi-scale features fusion,https://www.sciencedirect.com/science/article/pii/S0950705123007372,"The attention mechanism in the Transformer block is  model architecture. In the following  sections, we will introduce the Max Transformer block and Refined Fused Connection module","Z Liang, K Zhao, G Liang, S Li, Y Wu, Y Zhou",2023,Knowledge-Based Systems,0.7737966040989388,0.7902382909561656,0.7820174475275522
Multi-Scale Transformer and Attention Mechanism for Magnetic Spatiotemporal Sequence Localization,https://ieeexplore.ieee.org/abstract/document/10436406/,"4) Localization module includes an FC layer activated by the  noises, we design a data  denoising module based on DAEs.  method with a client-server architecture. The client side was","Q Wang, L Wang, M Fu, J Wang, L Sun",2024,IEEE Internet of …,0.7822257821679315,0.7818055370565763,0.7820156596122538
Efficient conformer with prob-sparse attention mechanism for end-to-endspeech recognition,https://arxiv.org/abs/2106.09236,The Transformer architecture with self-attention has recently  The prediction network has  1 LSTM layer with 256 hidden  consumption of the self-attention module for sentences with,"X Wang, S Sun, L Xie, L Ma",2021,arXiv preprint arXiv:2106.09236,0.7720075922093598,0.7917538227714622,0.781880707490411
